Date,Stock_Market_Indexes
7/15/2022,11452.42
7/18/2022,11360.05
7/19/2022,11713.15
7/20/2022,11897.65
7/21/2022,12059.61
7/22/2022,11834.11
7/25/2022,11782.67
7/26/2022,11562.57
7/27/2022,12032.42
7/28/2022,12162.59
7/29/2022,12390.69
8/1/2022,12368.98
8/2/2022,12348.76
8/3/2022,12668.16
8/4/2022,12720.58
8/5/2022,12657.55
8/8/2022,12644.46
8/9/2022,12493.93
8/10/2022,12854.8
8/11/2022,12779.91
8/12/2022,13047.19
8/15/2022,13128.05
8/16/2022,13102.55
8/17/2022,12938.12
8/18/2022,12965.34
8/19/2022,12705.22
8/22/2022,12381.57
8/23/2022,12381.3
8/24/2022,12431.53
8/25/2022,12639.27
8/26/2022,12141.71
8/29/2022,12017.67
8/30/2022,11883.14
8/31/2022,11816.2
9/1/2022,11785.13
9/2/2022,11630.86
9/5/2022,.
9/6/2022,11544.91
9/7/2022,11791.9
9/8/2022,11862.13
9/9/2022,12112.31
9/12/2022,12266.41
9/13/2022,11633.57
9/14/2022,11719.68
9/15/2022,11552.36
9/16/2022,11448.4
9/19/2022,11535.02
9/20/2022,11425.05
9/21/2022,11220.19
9/22/2022,11066.81
9/23/2022,10867.93
9/26/2022,10802.92
9/27/2022,10829.5
9/28/2022,11051.64
9/29/2022,10737.51
9/30/2022,10575.62
10/3/2022,10815.43
10/4/2022,11176.41
10/5/2022,11148.64
10/6/2022,11073.31
10/7/2022,10652.4
10/10/2022,10542.1
10/11/2022,10426.19
10/12/2022,10417.1
10/13/2022,10649.15
10/14/2022,10321.39
10/17/2022,10675.8
10/18/2022,10772.4
10/19/2022,10680.51
10/20/2022,10614.84
10/21/2022,10859.72
10/24/2022,10952.61
10/25/2022,11199.12
10/26/2022,10970.99
10/27/2022,10792.67
10/28/2022,11102.45
10/31/2022,10988.15
11/1/2022,10890.85
11/2/2022,10524.8
11/3/2022,10342.94
11/4/2022,10475.25
11/7/2022,10564.52
11/8/2022,10616.2
11/9/2022,10353.17
11/10/2022,11114.15
11/11/2022,11323.33
11/14/2022,11196.22
11/15/2022,11358.41
11/16/2022,11183.66
11/17/2022,11144.96
11/18/2022,11146.06
11/21/2022,11024.51
11/22/2022,11174.41
11/23/2022,11285.32
11/24/2022,.
11/25/2022,11226.36
11/28/2022,11049.5
11/29/2022,10983.78
11/30/2022,11468
12/1/2022,11482.45
12/2/2022,11461.5
12/5/2022,11239.94
12/6/2022,11014.89
12/7/2022,10958.55
12/8/2022,11082
12/9/2022,11004.62
12/12/2022,11143.74
12/13/2022,11256.81
12/14/2022,11170.89
12/15/2022,10810.53
12/16/2022,10705.41
12/19/2022,10546.03
12/20/2022,10547.11
12/21/2022,10709.37
12/22/2022,10476.12
12/23/2022,10497.86
12/26/2022,.
12/27/2022,10353.23
12/28/2022,10213.29
12/29/2022,10478.09
12/30/2022,10466.48
1/2/2023,.
1/3/2023,10386.98
1/4/2023,10458.76
1/5/2023,10305.24
1/6/2023,10569.29
1/9/2023,10635.65
1/10/2023,10742.63
1/11/2023,10931.67
1/12/2023,11001.1
1/13/2023,11079.16
1/16/2023,.
1/17/2023,11095.11
1/18/2023,10957.01
